age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
32;3;1;7;0;0;0;1;11;2;73;4;22;0;0;0.1;93.2;42.0;4.076;5195.8;0
27;8;1;4;0;0;0;1;7;2;184;3;22;0;0;1.042021;93.918;42.7;4.963;5228.1;0
44;1;3;4;0;1;0;1;5;4;173;8;22;1;1;01.082021;92.893;46.2;1.291;5099.1;0
33;1;2;7;0;0;0;1;5;3;6;7;22;0;0;01.082021;92.893;46.2;1.281;5099.1;0
30;8;1;3;0;0;0;1;7;4;70;2;22;0;0;1.042021;93.918;42.7;4.961;5228.1;0
32;1;2;7;0;1;0;1;7;2;96;1;22;0;0;1.042021;93.918;42.7;4.958;5228.1;0
36;2;1;6;2;1;1;2;6;4;102;3;22;0;0;1.042021;94.465;41.8;4.961;5228.1;0
49;11;1;4;0;1;0;1;7;3;98;1;22;0;0;1.042021;93.918;42.7;4.963;5228.1;0
48;8;2;1;2;1;1;1;5;2;106;2;22;0;0;01.082021;92.893;46.2;1.266;5099.1;0
42;2;1;1;0;0;0;2;5;3;456;2;22;0;0;1.012021;93.994;36.4;4.857;5191.0;0
28;1;1;4;0;1;0;1;5;3;293;3;22;0;0;01.082021;92.893;46.2;1.334;5099.1;0
52;5;1;7;2;1;1;1;8;2;118;1;22;0;0;1.042021;93.444;36.1;4.968;5228.1;0
23;5;2;7;0;1;0;1;7;4;314;2;22;0;0;1.042021;93.918;42.7;4.961;5228.1;0
36;2;1;2;0;1;0;2;5;3;167;1;22;0;0;1.012021;93.994;36.4;4.858;5191.0;0
43;1;3;7;2;0;0;1;8;4;111;2;22;0;0;1.042021;93.444;36.1;4.966;5228.1;0
31;8;3;4;2;1;0;1;5;2;236;1;22;0;0;01.082021;92.893;46.2;1.327;5099.1;0
49;11;1;1;0;1;0;1;8;3;155;2;22;0;0;1.042021;93.444;36.1;4.964;5228.1;0
36;2;1;3;0;1;0;1;7;1;80;3;22;0;0;1.042021;93.918;42.7;4.962;5228.1;0
47;5;3;1;0;0;0;2;5;5;241;2;22;0;0;1.012021;93.994;36.4;4.855;5191.0;0
31;10;2;6;0;2;2;1;8;1;202;7;22;0;0;1.042021;93.444;36.1;4.963;5228.1;0
46;3;1;6;2;0;0;2;6;1;88;1;22;0;0;1.042021;94.465;41.8;4.961;5228.1;0
54;2;1;3;2;1;0;1;8;4;439;3;22;0;0;1.042021;93.444;36.1;4.966;5228.1;0
35;1;1;7;0;0;0;1;5;2;322;3;22;0;0;01.082021;92.893;46.2;1.012027;5099.1;0
37;1;3;4;0;0;0;2;5;2;51;10;22;0;0;1.012021;93.994;36.4;1.041986;5191.0;0
44;2;1;3;2;1;0;2;6;1;147;1;22;0;0;1.042021;94.465;41.8;4.865;5228.1;0
33;1;2;4;0;1;0;1;7;4;498;5;22;0;0;1.042021;93.918;42.7;4.961;5228.1;0
57;8;3;0;0;0;0;1;5;5;405;3;22;0;0;01.082021;92.893;46.2;1.313;5099.1;0
39;1;2;0;0;0;1;2;5;5;219;4;22;0;0;1.012021;93.994;36.4;4.857;5191.0;0
43;11;1;1;0;0;0;1;5;3;117;2;22;0;0;01.082021;92.893;46.2;1.334;5099.1;0
32;8;1;4;0;2;2;2;5;1;72;2;22;0;0;1.012021;93.994;36.4;4.857;5191.0;0
29;10;2;7;0;0;0;1;5;1;68;2;22;0;0;01.082021;92.893;46.2;1.244;5099.1;0
35;1;3;4;0;1;1;2;5;1;82;2;22;1;1;01.082021;92.893;46.2;1.299;5099.1;0
47;1;1;4;0;0;0;1;5;3;99;2;22;0;0;01.082021;92.893;46.2;1.012027;5099.1;0
37;5;1;7;0;1;0;1;11;2;252;1;22;0;0;0.1;93.2;42.0;4.076;5195.8;0
35;10;2;7;2;0;0;1;4;1;712;1;22;0;0;01.082021;93.075;47.1;1.405;5099.1;0
37;7;1;3;0;1;1;1;7;2;171;1;22;0;0;1.042021;93.918;42.7;4.963;5228.1;0
36;10;1;4;2;1;0;1;8;3;112;2;22;0;0;1.042021;93.444;36.1;4.964;5228.1;0
50;1;1;3;0;0;0;1;8;2;84;1;22;0;0;1.042021;93.444;36.1;4.968;5228.1;0
30;1;2;7;0;0;0;1;8;1;135;1;22;0;0;1.042021;93.444;36.1;4.965;5228.1;0
33;2;1;3;0;1;0;1;7;4;132;1;22;0;0;1.042021;93.918;42.7;4.961;5228.1;0
37;1;2;4;0;0;1;1;7;4;223;6;22;0;0;1.042021;93.918;42.7;4.961;5228.1;0
45;7;3;7;0;0;1;1;5;5;133;1;22;0;0;01.082021;92.893;46.2;1.012025;5099.1;0
30;1;2;7;0;0;0;1;11;5;258;2;22;1;1;0.1;93.2;42.0;4.021;5195.8;0
51;5;3;7;0;0;0;1;5;3;345;2;22;0;0;01.082021;92.893;46.2;1.334;5099.1;0
49;7;2;3;0;0;0;2;5;1;58;10;22;0;0;1.012021;93.994;36.4;4.858;5191.0;0
31;10;2;7;0;1;0;1;8;2;958;5;22;0;0;1.042021;93.444;36.1;4.962;5228.1;0
40;1;2;7;0;1;0;1;7;5;250;1;22;0;0;1.042021;93.918;42.7;4.962;5228.1;0
41;10;1;6;0;0;1;1;8;2;898;2;22;0;0;1.042021;93.444;36.1;4.963;5228.1;0
58;6;1;1;0;1;0;1;4;2;185;1;2;1;2;01.082021;93.075;47.1;1.365;5099.1;0
49;2;1;1;2;1;0;2;5;2;282;1;22;0;0;1.012021;93.994;36.4;1.041986;5191.0;0
39;10;3;6;0;1;0;2;5;5;135;1;22;0;0;1.012021;93.994;36.4;4.855;5191.0;0
48;10;1;2;0;0;1;2;5;4;175;1;22;0;0;1.012021;93.994;36.4;4.857;5191.0;0
50;3;1;1;2;0;0;1;7;2;235;2;22;0;0;1.042021;93.918;42.7;4.958;5228.1;0
54;2;1;0;0;1;0;1;8;3;99;3;22;0;0;1.042021;93.444;36.1;4.964;5228.1;0
38;2;1;0;2;0;1;2;5;3;181;1;22;0;0;1.012021;93.994;36.4;4.856;5191.0;0
51;2;1;1;0;0;0;1;8;4;132;2;22;0;0;1.042021;93.444;36.1;4.968;5228.1;0
36;1;2;7;2;0;0;2;5;3;117;4;22;0;0;1.012021;93.994;36.4;4.859;5191.0;0
35;2;1;2;0;1;0;1;11;4;372;2;22;0;0;0.1;93.2;42.0;4.153;5195.8;0
44;1;1;4;0;0;0;1;8;1;126;1;22;0;0;1.042021;93.444;36.1;4.965;5228.1;0
43;2;1;1;0;0;1;1;5;3;69;1;22;1;1;01.082021;92.893;46.2;1.281;5099.1;0
30;10;2;7;0;0;0;1;8;2;183;7;22;0;0;1.042021;93.444;36.1;4.963;5228.1;0
41;10;3;1;0;1;0;2;5;4;270;1;22;0;0;1.012021;93.994;36.4;4.856;5191.0;0
27;5;2;7;0;1;0;2;5;4;134;2;22;0;0;1.012021;93.994;36.4;4.856;5191.0;0
26;1;2;4;0;1;0;2;5;5;160;3;22;0;0;1.012021;93.994;36.4;4.864;5191.0;0
36;10;1;6;0;2;2;2;5;4;155;2;22;0;0;1.012021;93.994;36.4;4.857;5191.0;0
24;9;2;4;0;0;0;1;7;3;115;1;22;1;1;02.092021;92.469;33.6;1.029;5076.2;0
46;5;1;7;0;1;0;1;11;2;205;6;22;0;0;0.1;93.2;42.0;4.076;5195.8;0
50;1;3;3;0;0;0;2;5;5;145;4;22;0;0;1.012021;93.994;36.4;4.857;5191.0;0
49;10;1;6;2;1;0;2;5;4;82;9;22;0;0;1.012021;93.994;36.4;4.856;5191.0;0
55;1;1;1;0;1;0;1;4;5;548;1;22;1;1;01.082021;93.075;47.1;1.405;5099.1;0
54;2;1;1;0;1;0;1;8;2;109;2;22;0;0;1.042021;93.444;36.1;4.964;5228.1;0
40;2;3;3;0;1;0;1;7;3;207;3;22;0;0;1.042021;93.918;42.7;4.962;5228.1;0
58;2;1;1;2;1;1;1;5;3;173;1;22;0;0;01.082021;92.893;46.2;1.281;5099.1;0
58;3;1;7;0;0;0;2;7;3;175;1;22;0;0;1.042021;93.918;42.7;4.963;5228.1;0
36;1;2;7;0;1;0;1;8;2;379;1;22;0;0;1.042021;93.444;36.1;4.963;5228.1;0
30;1;2;7;0;1;0;1;8;3;105;1;22;0;0;1.042021;93.444;36.1;4.964;5228.1;0
45;1;2;7;0;1;0;1;7;2;544;1;22;0;0;1.042021;93.918;42.7;4.958;5228.1;0
40;5;1;7;0;1;0;1;11;5;401;1;22;1;1;0.1;93.2;42.0;4.021;5195.8;0
42;7;1;7;0;0;0;1;7;1;84;2;22;0;0;1.042021;93.918;42.7;4.962;5228.1;0
43;2;1;0;0;1;0;1;5;4;128;7;22;0;0;01.082021;92.893;46.2;1.291;5099.1;0
24;9;2;4;2;0;0;1;7;4;86;1;22;0;0;1.042021;93.918;42.7;4.962;5228.1;0
49;5;1;7;0;0;0;1;7;1;549;3;22;0;0;1.042021;93.918;42.7;4.962;5228.1;0
55;11;1;1;0;1;0;2;9;4;6;1;22;0;0;01.012021;94.199;37.5;0.879;4963.6;0
49;1;1;4;0;1;0;1;8;5;183;1;22;0;0;1.042021;93.444;36.1;4.966;5228.1;0
48;2;1;1;0;0;1;2;6;4;291;1;22;0;0;1.042021;94.465;41.8;4.864;5228.1;0
49;1;1;4;0;0;0;1;8;5;151;1;22;0;0;1.042021;93.444;36.1;4.966;5228.1;0
40;2;1;4;2;1;0;2;5;1;98;1;22;0;0;1.012021;93.994;36.4;4.857;5191.0;0
35;8;1;4;0;0;0;1;5;5;301;2;22;0;0;01.082021;92.893;46.2;1.313;5099.1;0
32;1;2;6;0;1;0;2;5;1;16;11;22;0;0;1.012021;93.994;36.4;4.857;5191.0;0
41;10;1;7;0;1;1;1;5;5;170;4;22;0;0;01.082021;92.893;46.2;1.313;5099.1;0
32;5;2;1;0;0;0;2;5;1;73;7;22;0;0;1.012021;93.994;36.4;4.858;5191.0;0
33;5;1;7;0;1;0;1;8;3;113;3;22;0;0;1.042021;93.444;36.1;4.964;5228.1;0
36;10;1;6;0;1;0;2;5;3;86;4;22;0;0;01.082021;92.893;46.2;1.012027;5099.1;0
40;10;1;6;0;1;0;1;11;2;180;1;22;1;1;0.1;93.2;42.0;4.076;5195.8;0
25;2;2;3;0;1;1;1;7;2;212;2;22;0;0;1.042021;93.918;42.7;4.962;5228.1;0
60;3;1;0;0;0;0;1;8;2;130;2;22;0;0;02.092021;92.201;31.4;0.883;5076.2;0
45;5;1;7;0;1;0;1;7;2;391;1;22;0;0;1.042021;93.918;42.7;4.968;5228.1;0
33;10;1;7;0;0;0;2;11;3;91;2;22;0;0;0.1;93.2;42.0;4.122021;5195.8;0
31;1;1;7;0;1;0;1;8;2;280;7;22;0;0;1.042021;93.444;36.1;4.963;5228.1;0
48;7;1;7;2;1;0;2;5;2;750;2;22;0;0;1.012021;93.994;36.4;1.041986;5191.0;0
42;8;1;7;0;1;0;1;4;1;257;1;22;0;0;01.082021;93.075;47.1;1.405;5099.1;0
40;5;1;7;0;0;1;1;8;4;454;3;22;0;0;1.042021;93.444;36.1;4.966;5228.1;0
30;10;1;7;0;0;0;1;6;5;171;1;7;1;2;01.072021;94.055;39.8;0.748;4991.6;0
41;2;1;1;2;0;0;2;6;3;38;1;22;0;0;1.042021;94.465;41.8;4.864;5228.1;0
36;4;1;1;0;2;2;1;8;4;23;14;22;0;0;1.042021;93.444;36.1;4.965;5228.1;0
41;5;3;2;0;0;0;1;11;2;268;1;22;0;0;0.1;93.2;42.0;4.076;5195.8;0
60;0;1;7;0;0;1;2;5;2;112;1;22;0;0;1.012021;93.994;36.4;1.041986;5191.0;0
32;8;2;4;0;2;2;1;5;3;363;1;22;1;1;01.082021;92.893;46.2;1.281;5099.1;0
25;8;1;4;0;1;0;1;7;5;164;1;22;0;0;1.042021;93.918;42.7;4.957;5228.1;0
25;1;1;7;0;1;0;2;6;5;109;1;22;0;0;1.042021;94.465;41.8;4.967;5228.1;0
31;10;3;7;0;1;0;1;8;2;132;1;22;0;0;1.042021;93.444;36.1;4.963;5228.1;0
44;2;1;1;0;2;2;2;6;2;471;3;22;0;0;1.042021;94.465;41.8;4.866;5228.1;0
29;10;2;7;0;0;0;1;7;3;259;1;22;0;0;1.042021;93.918;42.7;4.963;5228.1;0
47;1;1;7;0;0;0;2;5;2;42;1;22;0;0;1.012021;93.994;36.4;4.855;5191.0;0
25;1;1;4;0;0;1;2;5;4;125;4;22;0;0;1.012021;93.994;36.4;4.856;5191.0;0
53;0;1;0;2;0;0;1;8;1;51;4;22;0;0;1.042021;93.444;36.1;4.965;5228.1;0
36;7;1;3;2;0;0;1;8;2;406;1;22;0;0;1.042021;93.444;36.1;4.964;5228.1;0
45;2;2;3;0;0;0;2;6;1;185;1;22;0;0;1.042021;94.465;41.8;4.865;5228.1;0
54;1;1;0;2;0;0;2;6;5;34;16;22;0;0;1.042021;94.465;41.8;4.967;5228.1;0
51;2;1;1;2;1;0;2;6;4;334;2;22;0;0;1.042021;94.465;41.8;4.961;5228.1;0
24;2;2;3;0;1;0;1;7;5;545;2;22;0;0;1.042021;93.918;42.7;4.963;5228.1;0
40;1;1;7;0;1;0;1;8;4;124;1;22;0;0;1.042021;93.444;36.1;4.966;5228.1;0
39;8;1;1;0;0;0;2;5;2;126;2;22;0;0;1.012021;93.994;36.4;1.041986;5191.0;0
44;2;1;1;2;0;0;1;5;4;659;1;22;1;1;01.082021;92.893;46.2;1.344;5099.1;0
44;5;3;7;0;1;0;1;4;5;230;1;22;0;0;01.082021;93.075;47.1;1.479;5099.1;0
52;3;1;3;2;1;0;2;6;1;699;2;22;0;0;1.042021;94.465;41.8;4.961;5228.1;0
34;10;1;6;0;0;0;1;5;5;83;2;22;1;1;01.082021;92.893;46.2;1.313;5099.1;0
23;2;2;4;0;0;0;1;7;3;251;1;22;0;0;1.042021;93.918;42.7;4.957;5228.1;0
30;1;2;7;0;0;0;2;5;3;25;1;22;0;0;1.012021;93.994;36.4;4.856;5191.0;0
26;2;1;2;0;0;0;2;5;3;389;1;22;0;0;1.012021;93.994;36.4;4.859;5191.0;0
24;0;2;7;0;1;1;1;6;4;696;1;22;2;1;02.092021;92.963;40.8;1.262;5076.2;0
34;1;1;2;0;1;1;1;11;3;102;2;22;0;0;0.1;93.2;42.0;4.122021;5195.8;0
32;5;3;7;0;0;0;1;5;4;342;3;22;0;0;01.082021;92.893;46.2;1.344;5099.1;0
27;7;2;7;0;1;1;2;6;3;161;1;22;0;0;1.042021;94.465;41.8;4.864;5228.1;0
39;4;1;1;2;1;0;1;8;2;223;6;22;0;0;1.042021;93.444;36.1;4.963;5228.1;0
